,T_Dataset,T_Stride,T_Epochs,T_Dataset2,T_Stride2,T_Epochs2,A_Depth,A_Repetitions,A_InitChannels,T_DataAug,A_MSUpsampling,A_ASPP,A_HyperDense,A_Module,T_Loss,T_Optimizer,A_DropoutRate,A_LvlGrowth,A_Strategy,T_LearningRate,A_KernelInitializer,T_BatchSize,A_KernelSize,A_OutChannels,A_MaxPooling,P_ElementSize,D_MaxSize,D_fs,T_Window,T_Seed,T_LRPatience,T_Patience,T_ValidationSplit
99,automatic,1024,100,manual0,64,50,4,4,32,FALSE,FALSE,FALSE,FALSE,residual,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
100,automatic,1024,100,manual0,64,50,4,4,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,manual0,64,250,,,,4,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
102,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
103,manual0,64,250,,,,6,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
104,manual0,64,250,,,,7,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
105,manual0,64,250,,,,5,2,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
106,manual0,64,250,,,,5,4,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
107,manual0,64,250,,,,5,3,16,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
108,manual0,64,250,,,,5,3,64,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
109,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,residual,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
110,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
111,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,32,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
112,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,128,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
113,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,256,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
114,manual0,64,250,,,,5,3,32,TRUE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
115,manual0,64,250,,,,5,3,32,FALSE,TRUE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
116,manual0,64,250,,,,5,3,32,FALSE,FALSE,TRUE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
117,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,TRUE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,manual0,64,250,,,,4,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
119,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
120,manual0,64,250,,,,6,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
121,manual0,64,250,,,,7,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
122,manual0,64,250,,,,5,2,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
123,manual0,64,250,,,,5,4,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
124,manual0,64,250,,,,5,3,16,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
125,manual0,64,250,,,,5,3,64,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
126,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,residual,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
127,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
128,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,32,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
129,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,128,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
130,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,256,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
131,manual0,64,250,,,,5,3,32,TRUE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
132,manual0,64,250,,,,5,3,32,FALSE,TRUE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
133,manual0,64,250,,,,5,3,32,FALSE,FALSE,TRUE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
134,manual0,64,250,,,,5,3,32,FALSE,FALSE,FALSE,TRUE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,automatic,1024,250,manual0,64,50,4,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
136,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
137,automatic,1024,250,manual0,64,50,6,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
138,automatic,1024,250,manual0,64,50,7,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
139,automatic,1024,250,manual0,64,50,5,2,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
140,automatic,1024,250,manual0,64,50,5,4,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
141,automatic,1024,250,manual0,64,50,5,3,16,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
142,automatic,1024,250,manual0,64,50,5,3,64,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
143,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,residual,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
144,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
145,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,32,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
146,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,128,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
147,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,256,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
148,automatic,1024,250,manual0,64,50,5,3,32,TRUE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
149,automatic,1024,250,manual0,64,50,5,3,32,FALSE,TRUE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
150,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,TRUE,FALSE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
151,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,TRUE,vanilla,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,automatic,1024,250,manual0,64,50,4,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
153,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
154,automatic,1024,250,manual0,64,50,6,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
155,automatic,1024,250,manual0,64,50,7,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
156,automatic,1024,250,manual0,64,50,5,2,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
157,automatic,1024,250,manual0,64,50,5,4,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
158,automatic,1024,250,manual0,64,50,5,3,16,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
159,automatic,1024,250,manual0,64,50,5,3,64,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
160,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,residual,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
161,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
162,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,32,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
163,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,128,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
164,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,256,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
165,automatic,1024,250,manual0,64,50,5,3,32,TRUE,FALSE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
166,automatic,1024,250,manual0,64,50,5,3,32,FALSE,TRUE,FALSE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
167,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,TRUE,FALSE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
168,automatic,1024,250,manual0,64,50,5,3,32,FALSE,FALSE,FALSE,TRUE,vanilla,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,25,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,manual0,64,100,,,,4,2,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
170,manual0,64,100,,,,4,3,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
171,manual0,64,100,,,,4,4,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
172,manual0,64,100,,,,4,5,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
173,manual0,64,100,,,,4,6,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
174,manual0,64,100,,,,4,3,32,TRUE,TRUE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
175,manual0,64,100,,,,4,3,32,TRUE,FALSE,TRUE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
176,manual0,64,100,,,,4,3,32,TRUE,FALSE,FALSE,TRUE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
177,manual0,64,100,,,,4,2,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
178,manual0,64,100,,,,4,3,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
179,manual0,64,100,,,,4,4,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
180,manual0,64,100,,,,4,5,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
181,manual0,64,100,,,,4,6,32,TRUE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
182,manual0,64,100,,,,4,3,32,TRUE,TRUE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
183,manual0,64,100,,,,4,3,32,TRUE,FALSE,TRUE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
184,manual0,64,100,,,,4,3,32,TRUE,FALSE,FALSE,TRUE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
185,automatic,1024,100,manual0,64,50,4,2,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
186,automatic,1024,100,manual0,64,50,4,3,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
187,automatic,1024,100,manual0,64,50,4,4,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
188,automatic,1024,100,manual0,64,50,4,5,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
189,automatic,1024,100,manual0,64,50,4,6,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
190,automatic,1024,100,manual0,64,50,4,3,32,FALSE,TRUE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
191,automatic,1024,100,manual0,64,50,4,3,32,FALSE,FALSE,TRUE,FALSE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
192,automatic,1024,100,manual0,64,50,4,3,32,FALSE,FALSE,FALSE,TRUE,xception,jaccard,Adam,0.25,2,single,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
193,automatic,1024,100,manual0,64,50,4,2,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
194,automatic,1024,100,manual0,64,50,4,3,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
195,automatic,1024,100,manual0,64,50,4,4,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
196,automatic,1024,100,manual0,64,50,4,5,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
197,automatic,1024,100,manual0,64,50,4,6,32,FALSE,FALSE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
198,automatic,1024,100,manual0,64,50,4,3,32,FALSE,TRUE,FALSE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
199,automatic,1024,100,manual0,64,50,4,3,32,FALSE,FALSE,TRUE,FALSE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
200,automatic,1024,100,manual0,64,50,4,3,32,FALSE,FALSE,FALSE,TRUE,xception,jaccard,Adam,0.25,2,multi,0.001,xavier_uniform,64,3,3,FALSE,50,225000,250,2048,1234,10,15,0.2
